age,education_num,capital_gain,capital_loss,hours_per_week,education_Bachelors,education_Masters,education_Prof-school,marital_status_Married-civ-spouse,marital_status_Never-married,occupation_Exec-managerial,occupation_Other-service,relationship_Not-in-family,relationship_Own-child,gender_Male,income
54,13,0,0,55,True,False,False,True,False,True,False,False,False,True,1
38,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
27,9,0,0,50,False,False,False,False,True,False,False,True,False,True,0
26,13,0,0,45,True,False,False,False,True,False,False,False,True,True,0
44,4,0,0,20,False,False,False,True,False,False,False,False,False,True,0
26,12,0,0,36,False,False,False,False,True,False,False,True,False,False,0
42,10,0,0,45,False,False,False,True,False,False,False,False,False,True,0
37,15,15024,0,60,False,False,True,True,False,False,False,False,False,True,1
26,13,0,0,35,True,False,False,False,True,False,False,True,False,False,0
36,9,0,0,40,False,False,False,True,False,False,False,False,True,False,0
19,9,0,0,40,False,False,False,False,True,False,False,False,True,True,0
44,14,0,0,50,False,True,False,False,False,True,False,True,False,True,0
23,9,0,0,42,False,False,False,False,True,False,False,False,False,True,0
27,10,0,0,40,False,False,False,False,True,False,True,True,False,True,0
53,9,0,0,60,False,False,False,False,False,False,False,True,False,True,0
28,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
22,9,0,0,35,False,False,False,False,False,False,True,False,False,False,0
29,7,0,0,40,False,False,False,False,False,False,False,False,False,True,0
41,10,0,0,40,False,False,False,True,False,True,False,False,False,True,1
34,9,0,0,40,False,False,False,True,False,False,False,False,False,False,0
42,13,0,0,70,True,False,False,True,False,True,False,False,False,True,0
30,5,0,0,40,False,False,False,False,True,False,False,True,False,True,0
41,10,0,0,43,False,False,False,True,False,False,False,False,False,True,0
37,13,0,0,32,True,False,False,False,True,False,False,False,True,False,0
46,7,0,0,40,False,False,False,False,False,False,False,True,False,True,0
46,4,0,0,40,False,False,False,False,False,False,True,True,False,False,0
30,13,0,0,50,True,False,False,True,False,False,False,False,False,True,1
27,13,0,0,50,True,False,False,False,True,False,False,True,False,True,0
25,9,0,0,43,False,False,False,False,True,False,False,False,False,False,0
21,10,0,0,40,False,False,False,False,True,False,False,False,True,False,0
23,12,0,0,40,False,False,False,False,True,False,False,True,False,True,0
18,9,0,0,30,False,False,False,False,True,True,False,True,False,False,0
46,7,0,0,40,False,False,False,True,False,False,False,False,False,True,0
27,10,0,0,48,False,False,False,True,False,False,False,False,False,True,0
25,13,0,0,60,True,False,False,False,True,False,False,True,False,True,0
61,13,0,2444,50,True,False,False,False,True,True,False,True,False,False,1
50,14,0,0,40,False,True,False,True,False,True,False,False,False,True,1
66,10,0,0,40,False,False,False,False,True,False,False,False,True,False,0
26,9,0,0,20,False,False,False,False,False,False,False,False,False,False,0
50,12,0,0,48,False,False,False,True,False,False,False,False,False,True,1
41,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
43,12,0,0,20,False,False,False,True,False,False,False,False,False,True,0
38,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
20,10,0,0,35,False,False,False,False,True,False,False,False,True,True,0
58,12,0,0,42,False,False,False,True,False,True,False,False,False,True,1
41,16,7688,0,50,False,False,False,True,False,False,False,False,False,True,1
43,11,0,0,36,False,False,False,False,False,False,False,False,False,False,0
39,13,0,1669,40,True,False,False,False,True,True,False,True,False,True,0
22,10,0,0,60,False,False,False,False,True,False,False,True,False,True,0
52,9,0,0,40,False,False,False,False,False,False,True,True,False,False,0
35,13,0,0,40,True,False,False,False,True,False,False,True,False,True,0
46,9,0,0,40,False,False,False,True,False,False,True,False,False,True,0
20,10,0,0,40,False,False,False,False,True,False,False,False,True,True,0
55,10,0,0,48,False,False,False,True,False,False,False,False,False,True,1
48,10,0,0,40,False,False,False,False,False,False,False,False,False,False,0
22,10,0,0,40,False,False,False,False,True,False,False,False,True,False,0
30,10,0,0,55,False,False,False,False,False,False,False,True,False,False,0
40,9,0,0,40,False,False,False,False,False,True,False,True,False,False,0
44,13,0,0,45,True,False,False,False,False,False,False,True,False,True,0
55,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
53,13,0,0,28,True,False,False,False,False,False,False,True,False,False,0
57,6,0,0,40,False,False,False,True,False,False,False,False,False,True,0
57,4,0,1408,40,False,False,False,False,False,False,False,False,False,True,0
47,11,0,0,40,False,False,False,True,False,False,False,False,False,True,0
46,10,0,0,15,False,False,False,False,True,False,False,False,True,False,0
64,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
18,8,0,0,18,False,False,False,False,True,False,True,False,True,False,0
28,10,0,0,40,False,False,False,False,True,False,False,True,False,False,0
25,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
37,13,0,0,50,True,False,False,False,False,False,False,True,False,True,0
33,9,0,0,32,False,False,False,True,False,False,False,False,False,True,0
66,4,1797,0,20,False,False,False,True,False,False,True,False,False,True,0
65,9,9386,0,40,False,False,False,True,False,False,False,False,False,True,1
37,10,0,0,40,False,False,False,True,False,False,False,False,False,True,1
19,10,0,0,30,False,False,False,False,True,False,False,False,True,False,0
37,9,0,0,35,False,False,False,False,True,False,False,True,False,True,0
41,12,0,0,40,False,False,False,False,True,False,True,True,False,True,0
41,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
76,9,0,0,8,False,False,False,False,False,False,False,True,False,False,0
52,10,0,0,40,False,False,False,False,False,False,False,True,False,False,0
23,10,0,0,50,False,False,False,False,True,False,False,True,False,False,0
43,9,0,0,35,False,False,False,True,False,False,False,False,False,False,0
32,13,0,0,55,True,False,False,False,True,False,False,True,False,True,0
33,12,0,0,35,False,False,False,True,False,False,True,False,False,False,0
33,13,0,0,15,True,False,False,True,False,False,False,False,False,True,0
59,6,0,0,50,False,False,False,True,False,False,False,False,False,True,0
21,7,0,0,40,False,False,False,False,True,False,False,False,True,True,0
40,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
22,11,0,0,35,False,False,False,False,True,False,False,True,False,True,0
45,7,0,0,35,False,False,False,True,False,False,False,False,False,True,0
28,13,0,1902,43,True,False,False,True,False,False,False,False,False,True,1
38,10,0,0,50,False,False,False,False,False,False,False,False,False,False,0
56,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
42,10,0,0,18,False,False,False,False,False,False,False,True,False,False,0
19,9,0,0,36,False,False,False,False,True,False,False,False,True,True,0
48,7,0,0,30,False,False,False,True,False,True,False,False,False,False,1
31,6,0,0,28,False,False,False,True,False,False,True,False,False,False,0
42,11,0,0,40,False,False,False,True,False,False,False,False,False,True,0
37,2,0,0,66,False,False,False,True,False,False,False,False,False,True,0
23,6,0,0,40,False,False,False,True,False,False,False,False,False,False,0
60,10,0,0,50,False,False,False,True,False,False,True,False,False,False,0
63,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
24,7,0,0,40,False,False,False,False,True,False,True,False,True,False,0
42,10,5178,0,50,False,False,False,True,False,False,False,False,False,True,1
71,14,0,0,8,False,True,False,True,False,False,False,False,False,True,1
32,14,0,0,40,False,True,False,False,True,False,False,True,False,False,0
57,13,0,0,50,True,False,False,True,False,True,False,False,False,True,0
56,9,0,0,44,False,False,False,False,False,False,False,True,False,False,0
65,10,0,0,50,False,False,False,True,False,False,False,False,False,True,0
42,9,0,1887,50,False,False,False,True,False,False,False,False,False,True,1
24,7,0,0,40,False,False,False,False,True,False,False,False,True,True,0
31,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
58,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
44,14,0,0,45,False,True,False,True,False,False,False,False,False,True,1
33,10,0,0,48,False,False,False,True,False,False,False,False,False,True,0
24,10,0,0,25,False,False,False,False,False,False,False,False,False,False,0
34,13,0,0,45,True,False,False,True,False,True,False,False,False,True,0
72,4,0,0,14,False,False,False,True,False,False,False,False,False,True,0
61,9,0,0,40,False,False,False,False,False,False,False,True,False,False,0
33,13,0,0,80,True,False,False,True,False,False,False,False,False,True,1
58,14,0,0,40,False,True,False,False,False,False,False,True,False,False,0
57,9,15024,0,30,False,False,False,True,False,False,False,False,False,True,1
25,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
72,5,0,0,16,False,False,False,True,False,False,False,False,False,True,0
23,9,0,0,40,False,False,False,False,False,False,False,True,False,False,0
40,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
38,10,0,0,48,False,False,False,True,False,False,False,False,False,True,1
49,12,0,0,40,False,False,False,False,False,False,False,True,False,False,0
25,9,0,0,40,False,False,False,False,True,False,False,False,True,True,0
33,10,0,0,40,False,False,False,False,True,True,False,False,True,False,0
28,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
18,10,0,0,20,False,False,False,False,True,False,False,False,True,True,0
71,9,0,0,50,False,False,False,True,False,False,False,False,False,True,0
63,9,0,0,55,False,False,False,False,False,False,True,False,False,False,0
49,11,0,0,56,False,False,False,True,False,False,False,False,False,True,1
65,14,0,0,40,False,True,False,True,False,False,False,False,False,False,1
22,10,0,0,50,False,False,False,False,True,False,False,False,False,False,0
45,9,0,0,39,False,False,False,False,False,False,False,False,False,False,0
32,10,0,0,40,False,False,False,False,True,False,False,False,False,False,0
29,13,0,0,40,True,False,False,False,True,False,False,True,False,True,0
44,13,0,0,40,True,False,False,True,False,False,False,False,False,True,0
64,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
22,4,0,0,40,False,False,False,True,False,False,False,False,False,True,0
64,9,0,0,50,False,False,False,True,False,False,False,False,False,True,0
39,13,0,0,40,True,False,False,False,False,False,False,True,False,True,0
35,9,0,0,40,False,False,False,False,False,False,False,False,False,True,0
22,7,0,0,40,False,False,False,False,True,False,False,False,True,True,0
43,13,0,0,45,True,False,False,True,False,False,False,False,False,True,1
26,12,0,0,75,False,False,False,True,False,False,False,False,False,True,0
47,12,0,0,40,False,False,False,True,False,False,False,False,False,True,1
37,14,0,0,50,False,True,False,True,False,False,False,False,False,False,1
25,13,0,0,40,True,False,False,False,True,True,False,False,True,True,0
41,11,0,0,45,False,False,False,True,False,False,False,False,False,True,1
39,10,0,0,10,False,False,False,False,True,False,False,False,True,False,0
45,16,0,0,40,False,False,False,True,False,False,False,False,False,True,1
18,7,0,0,30,False,False,False,False,True,False,False,False,True,True,0
37,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
30,9,0,0,40,False,False,False,False,True,False,False,False,True,True,0
34,7,0,0,60,False,False,False,True,False,False,False,False,False,True,0
22,10,0,0,25,False,False,False,False,True,False,False,False,True,True,0
18,9,0,0,30,False,False,False,False,True,False,False,False,True,True,0
22,9,0,0,40,False,False,False,False,True,False,False,True,False,False,0
55,10,0,0,10,False,False,False,False,False,False,True,False,False,False,0
56,10,0,0,35,False,False,False,True,False,False,False,False,False,False,1
19,8,0,0,40,False,False,False,False,True,False,False,True,False,True,0
74,13,0,0,6,True,False,False,True,False,False,False,False,False,False,1
18,9,0,0,40,False,False,False,False,True,False,True,False,True,False,0
39,10,0,0,40,False,False,False,False,False,False,False,True,False,True,0
33,8,0,0,36,False,False,False,False,True,False,False,True,False,True,0
28,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
38,9,0,0,40,False,False,False,False,False,False,True,True,False,False,0
53,10,0,0,40,False,False,False,False,False,False,False,True,False,False,0
44,8,0,0,55,False,False,False,True,False,True,False,False,False,True,1
32,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
58,13,0,1887,40,True,False,False,True,False,False,False,False,False,True,1
28,9,0,0,40,False,False,False,False,False,True,False,False,True,True,0
33,14,0,0,40,False,True,False,True,False,False,False,False,False,True,1
33,11,0,0,45,False,False,False,True,False,False,False,False,False,True,1
51,9,0,0,32,False,False,False,False,False,False,True,True,False,False,0
51,9,0,0,40,False,False,False,False,False,False,False,True,False,False,0
39,5,0,0,40,False,False,False,True,False,False,False,False,False,True,0
32,9,0,2002,66,False,False,False,True,False,False,False,False,False,True,0
45,13,0,0,45,True,False,False,False,False,False,False,False,False,False,0
19,10,0,0,20,False,False,False,False,True,False,False,False,True,True,0
52,12,0,0,20,False,False,False,True,False,False,False,False,False,False,1
21,9,0,0,40,False,False,False,False,True,False,True,False,True,True,0
76,9,0,0,20,False,False,False,True,False,False,False,False,False,True,0
46,10,0,0,40,False,False,False,True,False,False,True,False,False,True,0
27,10,0,0,40,False,False,False,False,True,False,False,True,False,False,0
51,9,0,0,60,False,False,False,False,False,False,False,True,False,True,0
19,9,0,0,20,False,False,False,False,True,False,False,False,True,False,0
30,11,0,0,40,False,False,False,False,True,False,False,True,False,False,0
46,9,0,0,12,False,False,False,True,False,False,False,False,False,False,1
68,10,0,1735,48,False,False,False,True,False,False,False,False,False,True,0
36,13,0,0,60,True,False,False,True,False,False,False,False,False,True,1
71,9,0,0,20,False,False,False,False,False,False,False,False,False,False,0
32,10,0,0,40,False,False,False,False,True,False,False,False,True,True,0
43,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
33,9,0,0,50,False,False,False,False,False,False,False,True,False,True,0
24,10,0,0,40,False,False,False,False,True,False,False,True,False,True,0
38,11,0,0,36,False,False,False,False,False,False,True,False,False,False,0
76,10,2062,0,37,False,False,False,False,False,False,False,True,False,False,0
35,9,0,0,5,False,False,False,False,True,False,True,False,False,False,0
23,13,0,0,40,True,False,False,False,True,False,False,False,True,True,0
46,10,0,0,40,False,False,False,True,False,False,False,False,False,True,0
44,10,0,0,50,False,False,False,True,False,True,False,False,False,True,1
17,6,0,0,10,False,False,False,False,True,False,False,False,True,True,0
30,9,0,0,40,False,False,False,True,False,False,True,False,False,False,0
51,9,0,0,15,False,False,False,False,False,False,True,False,False,False,0
18,7,0,0,24,False,False,False,False,True,False,False,False,True,True,0
23,6,0,0,18,False,False,False,False,True,False,False,False,True,True,0
53,14,0,0,40,False,True,False,True,False,True,False,False,False,True,1
25,10,0,0,40,False,False,False,False,True,False,False,False,False,False,0
44,14,0,1902,40,False,True,False,True,False,True,False,False,False,True,1
49,14,0,0,40,False,True,False,True,False,False,False,False,False,True,1
28,9,0,0,40,False,False,False,False,False,False,True,False,False,True,0
58,14,0,0,40,False,True,False,True,False,False,False,False,False,True,1
36,9,0,0,35,False,False,False,False,False,False,False,False,False,False,0
32,9,4787,0,40,False,False,False,False,True,False,False,True,False,True,1
26,13,0,0,40,True,False,False,True,False,False,False,False,False,False,1
25,9,0,0,50,False,False,False,True,False,False,False,False,False,True,0
19,6,34095,0,24,False,False,False,False,True,False,True,False,False,False,0
39,9,0,1902,40,False,False,False,True,False,False,True,False,False,False,1
44,9,0,0,40,False,False,False,False,True,False,False,False,True,False,0
32,9,0,0,42,False,False,False,True,False,False,False,False,False,True,0
57,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
64,5,0,0,40,False,False,False,True,False,False,True,False,False,False,0
46,14,0,1564,45,False,True,False,False,True,False,False,True,False,False,1
37,13,0,0,40,True,False,False,False,True,False,False,False,True,False,0
22,11,0,0,40,False,False,False,False,True,False,False,False,True,False,0
30,6,0,0,40,False,False,False,True,False,False,False,False,False,True,0
33,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
32,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
23,9,0,0,35,False,False,False,False,True,False,False,False,True,False,0
40,9,0,0,40,False,False,False,False,True,False,False,False,False,False,0
21,9,0,0,40,False,False,False,False,True,False,True,False,True,True,0
48,14,0,0,40,False,True,False,False,True,False,False,True,False,True,0
41,13,2354,0,40,True,False,False,False,False,False,False,True,False,True,0
37,6,0,0,40,False,False,False,True,False,False,False,False,False,True,0
30,14,0,0,45,False,True,False,False,True,False,False,True,False,False,0
49,13,0,0,50,True,False,False,True,False,False,False,False,False,False,1
38,10,0,0,40,False,False,False,False,False,True,False,False,False,False,0
61,13,0,0,40,True,False,False,False,False,False,False,False,False,False,0
44,3,0,0,32,False,False,False,True,False,False,False,False,False,True,0
62,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
47,9,0,0,40,False,False,False,True,False,False,False,False,False,False,0
35,11,0,0,50,False,False,False,False,False,False,False,True,False,True,0
44,13,0,0,40,True,False,False,False,True,False,False,True,False,True,0
30,13,0,0,40,True,False,False,False,True,True,False,False,True,False,0
28,9,0,0,45,False,False,False,False,True,False,False,False,True,True,0
57,9,0,0,50,False,False,False,True,False,False,True,False,False,False,0
26,13,0,0,40,True,False,False,False,True,True,False,True,False,True,0
38,11,0,0,48,False,False,False,True,False,False,False,False,False,True,1
44,10,0,0,40,False,False,False,False,False,False,False,True,False,True,0
35,4,0,0,40,False,False,False,True,False,False,False,False,False,True,0
40,14,0,0,58,False,True,False,True,False,False,False,False,False,True,0
50,10,0,0,25,False,False,False,True,False,False,False,False,False,True,0
37,9,0,0,60,False,False,False,True,False,False,False,False,False,True,1
26,13,4508,0,12,True,False,False,True,False,False,False,False,False,False,0
64,10,0,0,40,False,False,False,False,True,False,False,True,False,True,1
30,1,0,0,40,False,False,False,False,False,False,False,False,False,True,0
29,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
28,9,0,0,50,False,False,False,True,False,False,False,False,False,True,1
28,10,0,0,25,False,False,False,False,True,False,False,True,False,True,0
33,13,0,0,40,True,False,False,True,False,True,False,False,False,True,0
24,9,0,0,30,False,False,False,False,True,False,False,True,False,False,0
26,9,0,0,40,False,False,False,False,False,False,False,False,False,True,0
77,13,0,0,20,True,False,False,False,False,False,False,True,False,False,0
25,10,0,0,9,False,False,False,False,True,True,False,False,True,True,0
53,8,0,0,40,False,False,False,True,False,False,False,False,False,True,0
38,7,0,0,44,False,False,False,False,False,False,False,True,False,False,0
30,14,0,0,47,False,True,False,True,False,False,False,False,False,True,1
39,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
51,16,0,0,50,False,False,False,False,False,False,False,True,False,True,1
25,13,0,0,15,True,False,False,False,False,False,False,True,False,False,0
49,13,0,0,85,True,False,False,True,False,False,False,False,False,True,1
51,10,0,0,40,False,False,False,False,False,False,False,False,False,False,0
47,9,0,1876,48,False,False,False,False,True,False,True,True,False,False,0
36,5,0,0,40,False,False,False,False,True,False,False,False,False,False,0
62,2,0,0,30,False,False,False,True,False,False,False,False,False,False,0
40,14,0,2205,45,False,True,False,False,False,False,False,True,False,False,0
30,10,0,0,40,False,False,False,False,True,False,False,False,False,False,0
39,13,0,0,40,True,False,False,True,False,True,False,False,False,True,0
47,14,0,0,50,False,True,False,True,False,False,False,False,False,True,0
28,9,0,0,40,False,False,False,False,True,False,False,True,False,True,0
23,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
57,13,0,0,40,True,False,False,False,False,True,False,False,False,False,0
33,3,0,0,40,False,False,False,False,True,False,False,False,False,True,0
58,9,0,0,24,False,False,False,True,False,False,False,False,False,True,0
84,10,0,0,6,False,False,False,False,False,False,False,True,False,False,0
46,10,0,0,55,False,False,False,True,False,False,False,False,False,True,0
23,9,0,0,55,False,False,False,True,False,True,False,False,False,True,0
32,13,0,0,32,True,False,False,False,True,False,False,False,False,True,0
43,13,0,0,40,True,False,False,True,False,False,False,False,False,True,0
34,6,0,0,45,False,False,False,False,False,True,False,False,False,False,0
23,10,0,0,40,False,False,False,False,True,False,False,False,True,True,0
38,13,0,0,40,True,False,False,True,False,True,False,False,False,False,1
59,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
22,7,0,0,40,False,False,False,False,True,False,False,False,False,True,0
50,14,0,0,46,False,True,False,True,False,False,False,False,False,True,1
44,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
60,4,0,0,40,False,False,False,True,False,False,False,False,False,True,0
56,10,0,2339,40,False,False,False,False,False,False,False,True,False,False,0
36,9,2202,0,40,False,False,False,False,False,False,False,True,False,True,0
20,9,0,0,40,False,False,False,False,True,False,False,False,False,True,0
38,9,4508,0,55,False,False,False,True,False,False,False,False,False,True,0
29,9,0,0,50,False,False,False,False,False,False,False,True,False,True,0
32,12,0,0,20,False,False,False,True,False,False,False,False,False,True,0
36,10,0,0,35,False,False,False,False,False,True,False,False,False,False,0
19,12,0,0,18,False,False,False,False,True,False,False,False,True,False,0
37,9,0,0,40,False,False,False,False,False,False,True,False,False,False,0
22,13,0,0,15,True,False,False,False,True,True,False,False,True,False,0
42,13,0,0,45,True,False,False,True,False,False,False,False,False,True,1
22,10,0,0,20,False,False,False,False,True,False,False,False,True,True,0
35,13,7298,0,45,True,False,False,True,False,False,False,False,False,True,1
21,10,0,0,25,False,False,False,False,True,False,True,False,True,False,0
43,16,0,0,42,False,False,False,True,False,False,False,False,False,True,1
22,9,0,0,40,False,False,False,False,True,False,False,False,True,True,0
18,7,0,0,24,False,False,False,False,True,False,True,False,True,True,0
28,7,0,0,40,False,False,False,False,True,False,True,True,False,True,0
20,10,0,0,24,False,False,False,False,True,False,False,False,True,True,0
32,16,3325,0,45,False,False,False,False,True,False,False,True,False,True,0
49,7,0,0,60,False,False,False,False,False,False,True,False,True,False,0
38,10,0,0,40,False,False,False,True,False,False,False,False,False,False,0
21,9,0,0,40,False,False,False,False,True,False,False,False,True,True,0
22,6,0,0,15,False,False,False,False,True,False,False,False,True,True,0
34,14,7688,0,35,False,True,False,True,False,False,False,False,False,False,1
32,10,0,0,45,False,False,False,True,False,False,False,False,False,True,0
33,10,0,0,20,False,False,False,True,False,False,False,False,False,True,0
41,10,0,0,52,False,False,False,False,False,False,False,True,False,True,0
38,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
58,13,0,0,40,True,False,False,False,False,False,False,False,False,False,1
44,10,0,0,35,False,False,False,True,False,False,False,False,False,True,0
61,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
35,10,0,0,40,False,False,False,False,True,False,False,False,False,False,0
36,9,0,0,50,False,False,False,True,False,False,False,False,False,True,0
44,10,0,0,40,False,False,False,False,False,False,False,False,False,False,0
35,9,0,0,40,False,False,False,False,False,False,False,True,False,True,0
43,13,0,0,38,True,False,False,False,False,False,False,True,False,False,0
51,9,7688,0,50,False,False,False,True,False,True,False,False,False,True,1
23,9,0,0,53,False,False,False,False,True,False,False,True,False,True,0
59,9,0,0,40,False,False,False,True,False,False,True,False,False,True,0
18,9,0,0,12,False,False,False,False,True,False,True,False,True,False,0
23,10,0,0,15,False,False,False,False,True,False,False,False,True,False,0
24,9,1831,0,40,False,False,False,False,True,False,False,False,False,False,0
57,6,0,0,40,False,False,False,False,False,False,False,False,False,True,0
28,10,0,0,35,False,False,False,False,True,True,False,True,False,True,0
59,13,0,0,50,True,False,False,True,False,True,False,False,False,True,1
39,9,0,0,48,False,False,False,False,True,False,False,True,False,True,0
26,9,0,0,50,False,False,False,True,False,False,False,False,False,True,0
17,7,0,0,23,False,False,False,False,True,False,False,False,True,False,0
45,15,0,0,40,False,False,True,True,False,False,False,False,False,True,1
64,9,0,0,20,False,False,False,True,False,False,False,False,False,False,0
72,13,0,0,4,True,False,False,False,False,False,False,True,False,True,0
55,14,0,0,40,False,True,False,False,True,False,False,True,False,False,0
47,9,0,0,16,False,False,False,True,False,False,False,False,False,True,0
43,10,0,0,40,False,False,False,True,False,False,False,False,False,True,0
46,9,0,0,40,False,False,False,False,False,False,True,False,False,False,0
54,9,0,0,40,False,False,False,True,False,True,False,False,False,True,1
26,13,4650,0,40,True,False,False,False,True,False,False,True,False,True,0
28,13,0,1669,40,True,False,False,False,True,False,False,True,False,False,0
57,11,0,0,40,False,False,False,False,False,False,False,False,False,False,0
35,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
61,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
48,10,0,0,65,False,False,False,False,False,True,False,True,False,False,0
30,13,0,2444,55,True,False,False,False,False,False,False,True,False,True,1
70,11,0,0,40,False,False,False,True,False,False,False,False,False,True,0
30,5,0,0,40,False,False,False,False,False,False,False,False,False,False,0
34,9,0,0,40,False,False,False,False,True,True,False,True,False,False,0
26,13,0,0,40,True,False,False,False,True,True,False,True,False,False,0
41,8,0,0,40,False,False,False,False,False,False,False,False,False,True,0
19,10,0,0,30,False,False,False,False,True,False,False,True,False,True,0
59,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
48,13,0,1902,40,True,False,False,True,False,False,True,False,False,False,1
30,9,4386,0,70,False,False,False,True,False,False,False,False,False,True,1
52,9,0,0,32,False,False,False,True,False,False,False,False,False,True,0
43,13,0,0,50,True,False,False,False,False,False,False,False,False,False,0
51,13,0,0,40,True,False,False,True,False,False,False,False,False,True,1
25,10,0,0,40,False,False,False,False,True,False,False,False,True,False,0
31,10,0,0,40,False,False,False,True,False,False,False,False,False,True,0
19,9,0,0,40,False,False,False,False,True,False,False,False,True,False,0
29,11,0,0,70,False,False,False,False,True,False,False,True,False,True,0
40,9,0,0,45,False,False,False,True,False,False,False,False,False,True,0
40,11,0,0,40,False,False,False,True,False,False,False,False,False,True,0
45,7,0,0,40,False,False,False,False,True,False,False,True,False,True,0
58,9,0,1741,40,False,False,False,False,True,False,False,True,False,True,0
28,14,0,0,50,False,True,False,False,True,False,False,True,False,False,0
43,13,0,0,40,True,False,False,False,True,False,False,True,False,False,1
40,13,0,0,40,True,False,False,False,True,True,False,False,True,False,0
55,10,0,0,56,False,False,False,False,False,False,False,False,False,False,0
18,9,0,0,24,False,False,False,False,True,False,False,False,True,False,0
36,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
21,9,0,0,30,False,False,False,False,True,False,False,False,True,False,0
45,14,0,0,40,False,True,False,True,False,True,False,False,False,True,1
53,13,0,0,60,True,False,False,True,False,False,False,False,False,True,0
33,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
35,10,0,0,20,False,False,False,False,False,False,True,False,False,False,0
35,9,0,0,29,False,False,False,False,True,False,False,False,True,False,0
41,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
44,13,0,0,45,True,False,False,True,False,False,False,False,False,True,1
61,9,0,0,40,False,False,False,False,False,False,False,True,False,True,0
18,10,0,0,12,False,False,False,False,True,False,True,False,True,False,0
42,13,0,0,38,True,False,False,False,True,True,False,True,False,False,0
28,9,0,0,40,False,False,False,False,False,True,False,True,False,False,0
53,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
51,9,0,2339,40,False,False,False,False,False,False,False,False,False,False,0
32,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
35,9,0,0,40,False,False,False,True,False,False,False,False,False,True,0
44,13,0,0,56,True,False,False,False,False,False,False,False,False,False,0
25,12,0,0,20,False,False,False,False,True,False,False,False,True,True,0
38,13,0,0,40,True,False,False,False,True,False,False,True,False,False,0
28,13,0,0,50,True,False,False,True,False,False,False,False,False,True,1
36,9,0,0,40,False,False,False,False,True,False,False,False,False,False,0
40,13,0,0,32,True,False,False,False,False,False,False,False,False,False,0
37,11,0,0,40,False,False,False,False,False,False,False,True,False,False,0
18,7,0,0,20,False,False,False,False,True,False,True,False,True,False,0
51,10,0,0,50,False,False,False,False,False,False,False,False,False,False,0
42,10,0,0,80,False,False,False,False,True,False,False,True,False,True,1
41,11,0,0,40,False,False,False,False,False,False,False,False,True,False,0
45,9,0,0,25,False,False,False,False,True,False,False,False,False,True,0
32,13,0,0,38,True,False,False,True,False,False,False,False,False,True,1
24,10,0,0,40,False,False,False,False,True,False,False,False,True,True,0
63,6,0,0,20,False,False,False,False,False,False,False,True,False,False,0
67,10,20051,0,40,False,False,False,True,False,False,False,False,False,True,1
36,9,0,0,50,False,False,False,False,False,False,False,False,False,False,0
52,8,0,0,60,False,False,False,True,False,True,False,False,False,True,1
32,9,0,0,40,False,False,False,True,False,False,False,False,False,True,1
38,10,0,0,45,False,False,False,True,False,False,False,False,False,True,0
33,13,0,0,10,True,False,False,False,True,False,False,True,False,True,0
50,9,0,0,40,False,False,False,False,False,False,False,False,False,False,0
55,9,0,0,40,False,False,False,False,False,False,False,True,False,False,0
47,10,0,0,42,False,False,False,False,False,False,False,False,False,False,0
